pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/current_position/0,pibs_payload/current_position/1,pibs_payload/current_position/2,pibs_payload/msg_num
b827ebefdb50,1539884224,41.700135,-86.23941333,220.3,7
b827ebefdb50,1539884224,41.700135,-86.23941333,220.3,8
b827ebefdb50,1539884224,41.700135,-86.23941333,220.3,9
b827ebefdb50,1539884225,41.70013333,-86.23941333,220.3,10
b827ebefdb50,1539884225,41.70013333,-86.23941333,220.3,11
b827ebefdb50,1539884225,41.70013333,-86.23941333,220.3,12
b827ebefdb50,1539884225,41.70013333,-86.23941333,220.3,13
b827ebefdb50,1539884226,41.70013333,-86.23941167,220.3,14
b827ebefdb50,1539884226,41.70013333,-86.23941167,220.3,15
b827ebefdb50,1539884226,41.70013333,-86.23941167,220.3,16
b827ebefdb50,1539884227,41.70013167,-86.23941167,220.3,17
b827ebefdb50,1539884227,41.70013167,-86.23941167,220.3,18
b827ebefdb50,1539884227,41.70013167,-86.23941167,220.3,19
b827ebefdb50,1539884228,41.70013167,-86.23941167,220.3,20
b827ebefdb50,1539884228,41.70013167,-86.23941167,220.3,21
b827ebefdb50,1539884228,41.70013167,-86.23941167,220.3,22
b827ebefdb50,1539884228,41.70013,-86.23941167,220.3,23
b827ebefdb50,1539884229,41.70013,-86.23941167,220.3,24
b827ebefdb50,1539884229,41.70013,-86.23941167,220.3,25
b827ebefdb50,1539884229,41.70013,-86.23941167,220.3,26
b827ebefdb50,1539884230,41.70013,-86.23941333,220.3,27
b827ebefdb50,1539884230,41.70013,-86.23941333,220.3,28
b827ebefdb50,1539884230,41.70013,-86.23941333,220.3,29
b827ebefdb50,1539884231,41.70013167,-86.239415,220.3,30
b827ebefdb50,1539884231,41.70013167,-86.239415,220.3,31
b827ebefdb50,1539884231,41.70013167,-86.239415,220.3,32
b827ebefdb50,1539884231,41.70013167,-86.23941667,220.3,33
b827ebefdb50,1539884232,41.70013167,-86.23941667,220.3,34
b827ebefdb50,1539884232,41.70013167,-86.23941667,220.3,35
b827ebefdb50,1539884232,41.70013167,-86.23941667,220.3,36
b827ebefdb50,1539884233,41.70013167,-86.23941667,220.3,37
b827ebefdb50,1539884233,41.70013167,-86.23941667,220.3,38
b827ebefdb50,1539884233,41.70013167,-86.23941667,220.3,39
b827ebefdb50,1539884234,41.70013167,-86.23941833,220.3,40
b827ebefdb50,1539884234,41.70013167,-86.23941833,220.3,41
b827ebefdb50,1539884234,41.70013167,-86.23941833,220.3,42
b827ebefdb50,1539884234,41.70013167,-86.23941833,220.3,43
b827ebefdb50,1539884235,41.70013167,-86.23941833,220.3,44
b827ebefdb50,1539884235,41.70013167,-86.23941833,220.3,45
b827ebefdb50,1539884235,41.70013167,-86.23941833,220.3,46
b827ebefdb50,1539884236,41.70013167,-86.23941833,220.3,47
b827ebefdb50,1539884236,41.70013167,-86.23941833,220.3,48
b827ebefdb50,1539884236,41.70013167,-86.23941833,220.3,49
b827ebefdb50,1539884237,41.70013167,-86.23941833,220.3,50
b827ebefdb50,1539884237,41.70013167,-86.23941833,220.3,51
b827ebefdb50,1539884237,41.70013167,-86.23941833,220.3,52
b827ebefdb50,1539884237,41.70013167,-86.23941667,220.3,53
b827ebefdb50,1539884238,41.70013167,-86.23941667,220.3,54
b827ebefdb50,1539884238,41.70013167,-86.23941667,220.3,55
b827ebefdb50,1539884238,41.70013167,-86.23941667,220.3,56
b827ebefdb50,1539884239,41.70013167,-86.23941667,220.3,57
b827ebefdb50,1539884239,41.70013167,-86.23941667,220.3,58
b827ebefdb50,1539884239,41.70013167,-86.23941667,220.3,59
b827ebefdb50,1539884240,41.70013333,-86.23941667,220.3,60
b827ebefdb50,1539884240,41.70013333,-86.23941667,220.3,61
b827ebefdb50,1539884240,41.70013333,-86.23941667,220.3,62
b827ebefdb50,1539884241,41.70013333,-86.23941667,220.3,63
b827ebefdb50,1539884241,41.70013333,-86.23941667,220.3,64
b827ebefdb50,1539884241,41.70013333,-86.23941667,220.3,65
b827ebefdb50,1539884241,41.70013333,-86.23941667,220.3,66
b827ebefdb50,1539884242,41.700135,-86.23941667,220.3,67
b827ebefdb50,1539884242,41.700135,-86.23941667,220.3,68
b827ebefdb50,1539884242,41.700135,-86.23941667,220.3,69
b827ebefdb50,1539884243,41.70013667,-86.23941833,220.3,70
b827ebefdb50,1539884243,41.70013667,-86.23941833,220.3,71
b827ebefdb50,1539884243,41.70013667,-86.23941833,220.3,72
b827ebefdb50,1539884244,41.70013667,-86.23942,220.3,73
b827ebefdb50,1539884244,41.70013667,-86.23942,220.3,74
b827ebefdb50,1539884244,41.70013667,-86.23942,220.3,75
b827ebefdb50,1539884244,41.70013667,-86.23942,220.3,76
b827ebefdb50,1539884245,41.70013833,-86.23942167,220.3,77
b827ebefdb50,1539884245,41.70013833,-86.23942167,220.3,78
b827ebefdb50,1539884245,41.70013833,-86.23942167,220.3,79
b827ebefdb50,1539884246,41.70014,-86.23942333,220.3,80
b827ebefdb50,1539884246,41.70014,-86.23942333,220.3,81
b827ebefdb50,1539884246,41.70014,-86.23942333,220.3,82
b827ebefdb50,1539884247,41.70013833,-86.23941667,221.7,83
b827ebefdb50,1539884247,41.70013833,-86.23941667,221.7,84
b827ebefdb50,1539884247,41.70013833,-86.23941667,221.7,85
b827ebefdb50,1539884247,41.70013833,-86.23941667,221.7,86
b827ebefdb50,1539884248,41.70014,-86.23941333,222.4,87
b827ebefdb50,1539884248,41.70014,-86.23941333,222.4,88
b827ebefdb50,1539884248,41.70014,-86.23941333,222.4,89
b827ebefdb50,1539884249,41.70013667,-86.23940667,223.2,90
b827ebefdb50,1539884249,41.70013667,-86.23940667,223.2,91
b827ebefdb50,1539884249,41.70013667,-86.23940667,223.2,92
b827ebefdb50,1539884250,41.700135,-86.23940167,224,93
b827ebefdb50,1539884250,41.700135,-86.23940167,224,94
b827ebefdb50,1539884250,41.700135,-86.23940167,224,95
b827ebefdb50,1539884250,41.700135,-86.23940167,224,96
b827ebefdb50,1539884251,41.70013667,-86.23940167,224,97
b827ebefdb50,1539884251,41.70013667,-86.23940167,224,98
b827ebefdb50,1539884251,41.70013667,-86.23940167,224,99
b827ebefdb50,1539884252,41.70013667,-86.23940167,224,100
b827ebefdb50,1539884252,41.70013667,-86.23940167,224,101
b827ebefdb50,1539884252,41.70013667,-86.23940167,224,102
b827ebefdb50,1539884253,41.70013667,-86.23940167,224,103
b827ebefdb50,1539884253,41.70013667,-86.23940167,224,104
b827ebefdb50,1539884253,41.70013667,-86.23940167,224,105
b827ebefdb50,1539884253,41.70013667,-86.23940167,224,106
